sentence_key	texte_expe	XP_type	item	type-de-phrase	TOCHANGE_FI	audio_type	task_question_type	list	spk_sex	spk_id	OLDspk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	orig_filename	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	OLD_sentence_key	texte_turn_brut	spk_age	OLDOLD_sentence_key
029-XP_delex-is.it.decla-decla-delex-15-A-NO-9-I-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	XP_delex	15	decla	NO	delex	is.it.decla	A	M	I	CZ903	9	029	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637		NOAGE	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637
030-XP_delex-is.it.question-decla-delex-15-B-NO-9-I-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	XP_delex	15	decla	NO	delex	is.it.question	B	M	I	CZ903	9	030	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637		NOAGE	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637
057-XP_mbrola-is.it.decla-decla-clair-15-C-NO-6-B-F-WE2_A063_783s321	ils sont enthousiastes 	XP_mbrola	15	decla	NO	clair	is.it.decla	C	F	B	AG68	06	057	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	014-de-CL-18-B-0-06-AB-F-WE2_A063_783s321		NOAGE	014-de-CL-18-C-0-06-AB-F-WE2_A063_783s321
058-XP_mbrola-is.it.decla-decla-delex-15-D-NO-6-B-F-WE2_A063_783s321	ils sont enthousiastes 	XP_mbrola	15	decla	NO	delex	is.it.decla	D	F	B	AG68	06	058	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321		NOAGE	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321
059-XP_mbrola-is.it.question-decla-clair-15-A-NO-6-B-F-WE2_A063_783s321	ils sont enthousiastes 	XP_mbrola	15	decla	NO	clair	is.it.question	A	F	B	AG68	06	059	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	014-de-CL-18-B-0-06-AB-F-WE2_A063_783s321		NOAGE	014-de-CL-18-C-0-06-AB-F-WE2_A063_783s321
060-XP_mbrola-is.it.question-decla-delex-15-B-NO-6-B-F-WE2_A063_783s321	ils sont enthousiastes 	XP_mbrola	15	decla	NO	delex	is.it.question	B	F	B	AG68	06	060	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1	134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321		NOAGE	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321
031-XP_delex-is.it.decla-decla-delex-16-B-NO-12-J-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	XP_delex	16	decla	NO	delex	is.it.decla	B	F	J	CZ903FEM	12	031	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52		NOAGE	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52
032-XP_delex-is.it.question-decla-delex-16-A-NO-12-J-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	XP_delex	16	decla	NO	delex	is.it.question	A	F	J	CZ903FEM	12	032	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52		NOAGE	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52
061-XP_mbrola-is.it.decla-decla-clair-16-B-NO-5-A-F-WE2_A065_1669s441	il avait quatre ans 	XP_mbrola	16	decla	NO	clair	is.it.decla	B	F	A	70LOC	05	061	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441		NOAGE	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441
062-XP_mbrola-is.it.decla-decla-delex-16-C-NO-5-A-F-WE2_A065_1669s441	il avait quatre ans 	XP_mbrola	16	decla	NO	delex	is.it.decla	C	F	A	70LOC	05	062	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441		NOAGE	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441
063-XP_mbrola-is.it.question-decla-clair-16-D-NO-5-A-F-WE2_A065_1669s441	il avait quatre ans 	XP_mbrola	16	decla	NO	clair	is.it.question	D	F	A	70LOC	05	063	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441		NOAGE	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441
064-XP_mbrola-is.it.question-decla-delex-16-A-NO-5-A-F-WE2_A065_1669s441	il avait quatre ans 	XP_mbrola	16	decla	NO	delex	is.it.question	A	F	A	70LOC	05	064	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441		NOAGE	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441
033-XP_delex-is.it.decla-decla-delex-17-A-NO-10-J-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	XP_delex	17	decla	NO	delex	is.it.decla	A	F	J	CZ903FEM	10	033	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309		NOAGE	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309
034-XP_delex-is.it.question-decla-delex-17-B-NO-10-J-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	XP_delex	17	decla	NO	delex	is.it.question	B	F	J	CZ903FEM	10	034	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309		NOAGE	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309
065-XP_mbrola-is.it.decla-decla-clair-17-A-NO-6-A-F-WE2_A065_2122s982	on est quinze maximum 	XP_mbrola	17	decla	NO	clair	is.it.decla	A	F	A	70LOC	06	065	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	016-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982		NOAGE	016-de-CL-20-B-0-06-AA-F-WE2_A065_2122s982
066-XP_mbrola-is.it.decla-decla-delex-17-B-NO-6-A-F-WE2_A065_2122s982	on est quinze maximum 	XP_mbrola	17	decla	NO	delex	is.it.decla	B	F	A	70LOC	06	066	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982		NOAGE	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982
067-XP_mbrola-is.it.question-decla-clair-17-C-NO-6-A-F-WE2_A065_2122s982	on est quinze maximum 	XP_mbrola	17	decla	NO	clair	is.it.question	C	F	A	70LOC	06	067	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	016-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982		NOAGE	016-de-CL-20-B-0-06-AA-F-WE2_A065_2122s982
068-XP_mbrola-is.it.question-decla-delex-17-D-NO-6-A-F-WE2_A065_2122s982	on est quinze maximum 	XP_mbrola	17	decla	NO	delex	is.it.question	D	F	A	70LOC	06	068	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982		NOAGE	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982
035-XP_delex-is.it.decla-decla-delex-18-B-NO-13-I-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	XP_delex	18	decla	NO	delex	is.it.decla	B	M	I	CZ903	13	035	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621		NOAGE	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621
036-XP_delex-is.it.question-decla-delex-18-A-NO-13-I-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	XP_delex	18	decla	NO	delex	is.it.question	A	M	I	CZ903	13	036	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621		NOAGE	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621
069-XP_mbrola-is.it.decla-decla-clair-18-D-NO-5-A-F-WE2_A065_3188s774	je vous donne la recette 	XP_mbrola	18	decla	NO	clair	is.it.decla	D	F	A	70LOC	05	069	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774		NOAGE	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774
070-XP_mbrola-is.it.decla-decla-delex-18-A-NO-5-A-F-WE2_A065_3188s774	je vous donne la recette 	XP_mbrola	18	decla	NO	delex	is.it.decla	A	F	A	70LOC	05	070	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774		NOAGE	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774
071-XP_mbrola-is.it.question-decla-clair-18-B-NO-5-A-F-WE2_A065_3188s774	je vous donne la recette 	XP_mbrola	18	decla	NO	clair	is.it.question	B	F	A	70LOC	05	071	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774		NOAGE	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774
072-XP_mbrola-is.it.question-decla-delex-18-C-NO-5-A-F-WE2_A065_3188s774	je vous donne la recette 	XP_mbrola	18	decla	NO	delex	is.it.question	C	F	A	70LOC	05	072	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774		NOAGE	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774
037-XP_delex-is.it.decla-decla-delex-19-A-NO-9-I-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	XP_delex	19	decla	NO	delex	is.it.decla	A	M	I	CZ903	9	037	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594		NOAGE	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594
038-XP_delex-is.it.question-decla-delex-19-B-NO-9-I-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	XP_delex	19	decla	NO	delex	is.it.question	B	M	I	CZ903	9	038	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594		NOAGE	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594
073-XP_mbrola-is.it.decla-decla-clair-19-C-NO-9-I-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	XP_mbrola	19	decla	NO	clair	is.it.decla	C	M	I	CZ903	09	073	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	020-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637		NOAGE	020-de-CL-24-C-0-09-AP-M-WE2_A072_1316s637
074-XP_mbrola-is.it.decla-decla-delex-19-D-NO-9-I-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	XP_mbrola	19	decla	NO	delex	is.it.decla	D	M	I	CZ903	09	074	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637		NOAGE	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637
075-XP_mbrola-is.it.question-decla-clair-19-A-NO-9-I-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	XP_mbrola	19	decla	NO	clair	is.it.question	A	M	I	CZ903	09	075	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	020-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637		NOAGE	020-de-CL-24-C-0-09-AP-M-WE2_A072_1316s637
076-XP_mbrola-is.it.question-decla-delex-19-B-NO-9-I-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	XP_mbrola	19	decla	NO	delex	is.it.question	B	M	I	CZ903	09	076	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637		NOAGE	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637
039-XP_delex-is.it.decla-decla-delex-20-B-NO-6-I-M-WE2_A072_487s724	j'ai fini par me lasser 	XP_delex	20	decla	NO	delex	is.it.decla	B	M	I	CZ903	6	039	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724		NOAGE	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724
040-XP_delex-is.it.question-decla-delex-20-A-NO-6-I-M-WE2_A072_487s724	j'ai fini par me lasser 	XP_delex	20	decla	NO	delex	is.it.question	A	M	I	CZ903	6	040	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724		NOAGE	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724
077-XP_mbrola-is.it.decla-decla-clair-20-B-NO-12-J-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	XP_mbrola	20	decla	NO	clair	is.it.decla	B	F	J	CZ903FEM	12	077	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52		NOAGE	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52
078-XP_mbrola-is.it.decla-decla-delex-20-C-NO-12-J-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	XP_mbrola	20	decla	NO	delex	is.it.decla	C	F	J	CZ903FEM	12	078	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52		NOAGE	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52
079-XP_mbrola-is.it.question-decla-clair-20-D-NO-12-J-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	XP_mbrola	20	decla	NO	clair	is.it.question	D	F	J	CZ903FEM	12	079	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52		NOAGE	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52
080-XP_mbrola-is.it.question-decla-delex-20-A-NO-12-J-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	XP_mbrola	20	decla	NO	delex	is.it.question	A	F	J	CZ903FEM	12	080	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52		NOAGE	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52
041-XP_delex-is.it.decla-yn-delex-21-A-NO-6-C-M-WE2_A001_6885	ça a fait une heure là ? 	XP_delex	21	yn	NO	delex	is.it.decla	A	M	C	BV1	6	041	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ?	NOAGE	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885
042-XP_delex-is.it.question-yn-delex-21-B-NO-6-C-M-WE2_A001_6885	ça a fait une heure là ? 	XP_delex	21	yn	NO	delex	is.it.question	B	M	C	BV1	6	042	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ?	NOAGE	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885
081-XP_mbrola-is.it.decla-decla-clair-21-A-NO-10-J-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	XP_mbrola	21	decla	NO	clair	is.it.decla	A	F	J	CZ903FEM	10	081	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	023-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309		NOAGE	023-de-CL-27-C-0-10-AQ-F-WE2_A072_2939s309
082-XP_mbrola-is.it.decla-decla-delex-21-B-NO-10-J-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	XP_mbrola	21	decla	NO	delex	is.it.decla	B	F	J	CZ903FEM	10	082	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309		NOAGE	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309
083-XP_mbrola-is.it.question-decla-clair-21-C-NO-10-J-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	XP_mbrola	21	decla	NO	clair	is.it.question	C	F	J	CZ903FEM	10	083	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	023-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309		NOAGE	023-de-CL-27-C-0-10-AQ-F-WE2_A072_2939s309
084-XP_mbrola-is.it.question-decla-delex-21-D-NO-10-J-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	XP_mbrola	21	decla	NO	delex	is.it.question	D	F	J	CZ903FEM	10	084	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3	143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309		NOAGE	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309
043-XP_delex-is.it.decla-yn-delex-22-B-NO-7-F-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	XP_delex	22	yn	NO	delex	is.it.decla	B	F	F	ch_CD2	7	043	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	152-yn-DE-33-A-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ?	NOAGE	152-yn-DE-33-B-0-07-AH-F-WE2_A007_4520
044-XP_delex-is.it.question-yn-delex-22-A-NO-7-F-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	XP_delex	22	yn	NO	delex	is.it.question	A	F	F	ch_CD2	7	044	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	152-yn-DE-33-A-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ?	NOAGE	152-yn-DE-33-B-0-07-AH-F-WE2_A007_4520
