sentence_key	OLD1_sentence_key	texte_expe	item	type-de-phrase	audio_type	task_question_type	list	spk_sex	spk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	OLDsentence_key	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_age	OLD_sentence_key
090-is.it.decla-de-OR-15-C-0-08-AN-F-WE2_A062_4732s952	071-de-OR-15-C-0-08-AN-F-WE2_A062_4732s952	on va se promener à Orléans 	15	decla	orig	is.it.decla	F	F	CL67	8	090	NO	NO	3	NO	NO	YES	NO	mais pas pour dire on va se promener à Orléans 	YES		WE2_A062_4732s952		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	071-de-OR-15-A-0-08-AN-F-WE2_A062_4732s952
091-is.it.decla-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566	c'est trop polémique 	16	decla	clair	is.it.question	A	F	AG68	5	091	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566
092-is.it.decla-de-OR-16-B-0-05-AB-F-WE2_A063_1111s566	072-de-OR-16-B-0-05-AB-F-WE2_A063_1111s566	c'est trop polémique 	16	decla	orig	is.it.question	B	F	AG68	5	092	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	072-de-OR-16-B-0-05-AB-F-WE2_A063_1111s566
093-is.it.decla-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566	c'est trop polémique 	16	decla	delex	is.it.question	C	F	AG68	5	093	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566
094-is.it.decla-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566	c'est trop polémique 	16	decla	clair	is.it.decla	D	F	AG68	5	094	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	012-de-CL-16-A-0-05-AB-F-WE2_A063_1111s566
095-is.it.decla-de-OR-16-B-0-05-AB-F-WE2_A063_1111s566	072-de-OR-16-B-0-05-AB-F-WE2_A063_1111s566	c'est trop polémique 	16	decla	orig	is.it.decla	E	F	AG68	5	095	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	072-de-OR-16-B-0-05-AB-F-WE2_A063_1111s566
096-is.it.decla-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566	c'est trop polémique 	16	decla	delex	is.it.decla	F	F	AG68	5	096	NO	NO	4	NO	NO	YES	NO	et pas de parents d'élèves non plus parce que c'est trop polémique 	YES		WE2_A063_1111s566		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	132-de-DE-16-C-0-05-AB-F-WE2_A063_1111s566
097-is.it.decla-de-OR-17-A-0-08-AB-F-WE2_A063_537s475	073-de-OR-17-A-0-08-AB-F-WE2_A063_537s475	c'est quand même faisable en vélo 	17	decla	orig	is.it.question	A	F	AG68	8	097	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	073-de-OR-17-C-0-08-AB-F-WE2_A063_537s475
098-is.it.decla-de-DE-17-B-0-08-AB-F-WE2_A063_537s475	133-de-DE-17-B-0-08-AB-F-WE2_A063_537s475	c'est quand même faisable en vélo 	17	decla	delex	is.it.question	B	F	AG68	8	098	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	133-de-DE-17-A-0-08-AB-F-WE2_A063_537s475
099-is.it.decla-de-CL-17-C-0-08-AB-F-WE2_A063_537s475	013-de-CL-17-C-0-08-AB-F-WE2_A063_537s475	c'est quand même faisable en vélo 	17	decla	clair	is.it.decla	C	F	AG68	8	099	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	013-de-CL-17-B-0-08-AB-F-WE2_A063_537s475
100-is.it.decla-de-OR-17-A-0-08-AB-F-WE2_A063_537s475	073-de-OR-17-A-0-08-AB-F-WE2_A063_537s475	c'est quand même faisable en vélo 	17	decla	orig	is.it.decla	D	F	AG68	8	100	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	073-de-OR-17-C-0-08-AB-F-WE2_A063_537s475
101-is.it.decla-de-DE-17-B-0-08-AB-F-WE2_A063_537s475	133-de-DE-17-B-0-08-AB-F-WE2_A063_537s475	c'est quand même faisable en vélo 	17	decla	delex	is.it.decla	E	F	AG68	8	101	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	133-de-DE-17-A-0-08-AB-F-WE2_A063_537s475
102-is.it.decla-de-CL-17-C-0-08-AB-F-WE2_A063_537s475	013-de-CL-17-C-0-08-AB-F-WE2_A063_537s475	c'est quand même faisable en vélo 	17	decla	clair	is.it.question	F	F	AG68	8	102	NO	NO	3	NO	NO	YES	NO	quoi c'est quand même faisable en vélo 	YES		WE2_A063_537s475		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	013-de-CL-17-B-0-08-AB-F-WE2_A063_537s475
103-is.it.decla-de-DE-18-A-0-06-AB-F-WE2_A063_783s321	134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	delex	is.it.question	A	F	AG68	6	103	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321
104-is.it.decla-de-CL-18-B-0-06-AB-F-WE2_A063_783s321	014-de-CL-18-B-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	clair	is.it.decla	B	F	AG68	6	104	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	014-de-CL-18-C-0-06-AB-F-WE2_A063_783s321
105-is.it.decla-de-OR-18-C-0-06-AB-F-WE2_A063_783s321	074-de-OR-18-C-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	orig	is.it.decla	C	F	AG68	6	105	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	074-de-OR-18-A-0-06-AB-F-WE2_A063_783s321
106-is.it.decla-de-DE-18-A-0-06-AB-F-WE2_A063_783s321	134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	delex	is.it.decla	D	F	AG68	6	106	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321
107-is.it.decla-de-CL-18-B-0-06-AB-F-WE2_A063_783s321	014-de-CL-18-B-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	clair	is.it.question	E	F	AG68	6	107	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	014-de-CL-18-C-0-06-AB-F-WE2_A063_783s321
108-is.it.decla-de-OR-18-C-0-06-AB-F-WE2_A063_783s321	074-de-OR-18-C-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	orig	is.it.question	F	F	AG68	6	108	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE	074-de-OR-18-A-0-06-AB-F-WE2_A063_783s321
109-is.it.decla-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	clair	is.it.decla	A	F	70LOC	5	109	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441
110-is.it.decla-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441	075-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	orig	is.it.decla	B	F	70LOC	5	110	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	075-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441
111-is.it.decla-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	delex	is.it.decla	C	F	70LOC	5	111	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441
112-is.it.decla-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	clair	is.it.question	D	F	70LOC	5	112	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441
113-is.it.decla-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441	075-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	orig	is.it.question	E	F	70LOC	5	113	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	075-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441
114-is.it.decla-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	delex	is.it.question	F	F	70LOC	5	114	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441
115-is.it.decla-de-OR-20-A-0-06-AA-F-WE2_A065_2122s982	076-de-OR-20-A-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	orig	is.it.decla	A	F	70LOC	6	115	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	076-de-OR-20-C-0-06-AA-F-WE2_A065_2122s982
116-is.it.decla-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982	136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	delex	is.it.decla	B	F	70LOC	6	116	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982
117-is.it.decla-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982	016-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	clair	is.it.question	C	F	70LOC	6	117	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	016-de-CL-20-B-0-06-AA-F-WE2_A065_2122s982
118-is.it.decla-de-OR-20-A-0-06-AA-F-WE2_A065_2122s982	076-de-OR-20-A-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	orig	is.it.question	D	F	70LOC	6	118	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	076-de-OR-20-C-0-06-AA-F-WE2_A065_2122s982
119-is.it.decla-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982	136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	delex	is.it.question	E	F	70LOC	6	119	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982
120-is.it.decla-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982	016-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	clair	is.it.decla	F	F	70LOC	6	120	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	016-de-CL-20-B-0-06-AA-F-WE2_A065_2122s982
121-is.it.decla-de-DE-21-A-0-07-AA-F-WE2_A065_2168s08	137-de-DE-21-A-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	delex	is.it.decla	A	F	70LOC	7	121	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	137-de-DE-21-B-0-07-AA-F-WE2_A065_2168s08
122-is.it.decla-de-CL-21-B-0-07-AA-F-WE2_A065_2168s08	017-de-CL-21-B-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	clair	is.it.question	B	F	70LOC	7	122	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	017-de-CL-21-C-0-07-AA-F-WE2_A065_2168s08
123-is.it.decla-de-OR-21-C-0-07-AA-F-WE2_A065_2168s08	077-de-OR-21-C-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	orig	is.it.question	C	F	70LOC	7	123	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	077-de-OR-21-A-0-07-AA-F-WE2_A065_2168s08
124-is.it.decla-de-DE-21-A-0-07-AA-F-WE2_A065_2168s08	137-de-DE-21-A-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	delex	is.it.question	D	F	70LOC	7	124	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	137-de-DE-21-B-0-07-AA-F-WE2_A065_2168s08
125-is.it.decla-de-CL-21-B-0-07-AA-F-WE2_A065_2168s08	017-de-CL-21-B-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	clair	is.it.decla	E	F	70LOC	7	125	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	017-de-CL-21-C-0-07-AA-F-WE2_A065_2168s08
126-is.it.decla-de-OR-21-C-0-07-AA-F-WE2_A065_2168s08	077-de-OR-21-C-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	orig	is.it.decla	F	F	70LOC	7	126	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	077-de-OR-21-A-0-07-AA-F-WE2_A065_2168s08
127-is.it.decla-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	clair	is.it.question	A	F	70LOC	5	127	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774
128-is.it.decla-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774	078-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	orig	is.it.question	B	F	70LOC	5	128	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	078-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774
129-is.it.decla-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	delex	is.it.question	C	F	70LOC	5	129	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774
130-is.it.decla-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	clair	is.it.decla	D	F	70LOC	5	130	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774
131-is.it.decla-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774	078-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	orig	is.it.decla	E	F	70LOC	5	131	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	078-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774
132-is.it.decla-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	delex	is.it.decla	F	F	70LOC	5	132	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774
133-is.it.decla-de-OR-23-A-0-06-AA-F-WE2_A065_3341s516	079-de-OR-23-A-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	orig	is.it.question	A	F	70LOC	6	133	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	079-de-OR-23-C-0-06-AA-F-WE2_A065_3341s516
134-is.it.decla-de-DE-23-B-0-06-AA-F-WE2_A065_3341s516	139-de-DE-23-B-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	delex	is.it.question	B	F	70LOC	6	134	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	139-de-DE-23-A-0-06-AA-F-WE2_A065_3341s516
135-is.it.decla-de-CL-23-C-0-06-AA-F-WE2_A065_3341s516	019-de-CL-23-C-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	clair	is.it.decla	C	F	70LOC	6	135	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	019-de-CL-23-B-0-06-AA-F-WE2_A065_3341s516
136-is.it.decla-de-OR-23-A-0-06-AA-F-WE2_A065_3341s516	079-de-OR-23-A-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	orig	is.it.decla	D	F	70LOC	6	136	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	079-de-OR-23-C-0-06-AA-F-WE2_A065_3341s516
137-is.it.decla-de-DE-23-B-0-06-AA-F-WE2_A065_3341s516	139-de-DE-23-B-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	delex	is.it.decla	E	F	70LOC	6	137	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	139-de-DE-23-A-0-06-AA-F-WE2_A065_3341s516
138-is.it.decla-de-CL-23-C-0-06-AA-F-WE2_A065_3341s516	019-de-CL-23-C-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	clair	is.it.question	F	F	70LOC	6	138	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	019-de-CL-23-B-0-06-AA-F-WE2_A065_3341s516
