sentence_key	texte_expe	item	type-de-phrase	audio_type	list	spk_sex	spk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	OLDsentence_key	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_age	OLD_sentence_key
034-yn-CL-37-A-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	37	yes-no	clair	A	F	ch_PP6	11	34	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu étais la seule qui surveillait les enfants ?	NOAGE	034-yn-CL-37-A-0-11-AM-F-WE2_A025_3273
094-yn-OR-37-B-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	37	yes-no	orig	B	F	ch_PP6	11	94	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu étais la seule qui surveillait les enfants ?	NOAGE	094-yn-OR-37-B-0-11-AM-F-WE2_A025_3273
154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	37	yes-no	delex	C	F	ch_PP6	11	154	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu étais la seule qui surveillait les enfants ?	NOAGE	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273
060-yn-CL-38-C-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ? 	38	yes-no	clair	C	F	ch_PP6	8	60	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu avais été interviewée ?	NOAGE	060-yn-CL-38-B-0-08-AM-F-WE2_A025_8981
120-yn-OR-38-A-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ? 	38	yes-no	orig	A	F	ch_PP6	8	120	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu avais été interviewée ?	NOAGE	120-yn-OR-38-C-0-08-AM-F-WE2_A025_8981
180-yn-DE-38-B-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ? 	38	yes-no	delex	B	F	ch_PP6	8	180	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu avais été interviewée ?	NOAGE	180-yn-DE-38-A-0-08-AM-F-WE2_A025_8981
035-yn-CL-39-B-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	39	yes-no	clair	B	F	ch_PP6	13	35	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu connaissais avant d'habiter sur Orléans ?	NOAGE	035-yn-CL-39-C-0-13-AM-F-WE2_A025_9133
095-yn-OR-39-C-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	39	yes-no	orig	C	F	ch_PP6	13	95	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu connaissais avant d'habiter sur Orléans ?	NOAGE	095-yn-OR-39-A-0-13-AM-F-WE2_A025_9133
155-yn-DE-39-A-0-13-AM-F-WE2_A025_9133	tu connaissais avant d'habiter sur orléans ? 	39	yes-no	delex	A	F	ch_PP6	13	155	NO	NO	4	NO	NO	YES	NO	tu connaissais avant d'habiter sur Orléans ? 	YES	whisf-eslo2-yn	WE2_A025_9133	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu connaissais avant d'habiter sur Orléans ?	NOAGE	155-yn-DE-39-B-0-13-AM-F-WE2_A025_9133
036-yn-CL-40-A-0-06-AF-F-WE2_F003_3029	vous retapez votre maison ?	40	yes-no	clair	A	F	ch_AC7	6	36	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1		NOAGE	036-yn-CL-40-A-0-06-AF-F-WE2_F003_3029
096-yn-OR-40-B-0-06-AF-F-WE2_F003_3029	vous retapez votre maison ?	40	yes-no	orig	B	F	ch_AC7	6	96	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1		NOAGE	096-yn-OR-40-B-0-06-AF-F-WE2_F003_3029
156-yn-DE-40-C-0-06-AF-F-WE2_F003_3029	vous retapez votre maison ?	40	yes-no	delex	C	F	ch_AC7	6	156	NO	NO	3	NO	NO	YES	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?	YES		WE2_F003_3029																										spk1		NOAGE	156-yn-DE-40-C-0-06-AF-F-WE2_F003_3029
037-yn-CL-41-C-0-07-AF-F-WE2_F003_3392	vous avez des permanences ?	41	yes-no	clair	C	F	ch_AC7	7	37	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1		NOAGE	037-yn-CL-41-B-0-07-AF-F-WE2_F003_3392
097-yn-OR-41-A-0-07-AF-F-WE2_F003_3392	vous avez des permanences ?	41	yes-no	orig	A	F	ch_AC7	7	97	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1		NOAGE	097-yn-OR-41-C-0-07-AF-F-WE2_F003_3392
157-yn-DE-41-B-0-07-AF-F-WE2_F003_3392	vous avez des permanences ?	41	yes-no	delex	B	F	ch_AC7	7	157	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1		NOAGE	157-yn-DE-41-A-0-07-AF-F-WE2_F003_3392
038-yn-CL-42-B-0-07-AF-F-WE2_F003_4258	vous faites toujours du vélo ?	42	yes-no	clair	B	F	ch_AC7	7	38	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1		NOAGE	038-yn-CL-42-C-0-07-AF-F-WE2_F003_4258
098-yn-OR-42-C-0-07-AF-F-WE2_F003_4258	vous faites toujours du vélo ?	42	yes-no	orig	C	F	ch_AC7	7	98	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1		NOAGE	098-yn-OR-42-A-0-07-AF-F-WE2_F003_4258
158-yn-DE-42-A-0-07-AF-F-WE2_F003_4258	vous faites toujours du vélo ?	42	yes-no	delex	A	F	ch_AC7	7	158	NO	NO	3	NO	NO	YES	NO	vous faites toujours du vélo ?	YES		WE2_F003_4258																										spk1		NOAGE	158-yn-DE-42-B-0-07-AF-F-WE2_F003_4258
039-yn-CL-43-A-0-08-AF-F-WE2_F003_7082	vous l'écoutez à la radio ?	43	yes-no	clair	A	F	ch_AC7	8	39	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1		NOAGE	039-yn-CL-43-A-0-08-AF-F-WE2_F003_7082
099-yn-OR-43-B-0-08-AF-F-WE2_F003_7082	vous l'écoutez à la radio ?	43	yes-no	orig	B	F	ch_AC7	8	99	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1		NOAGE	099-yn-OR-43-B-0-08-AF-F-WE2_F003_7082
159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082	vous l'écoutez à la radio ?	43	yes-no	delex	C	F	ch_AC7	8	159	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1		NOAGE	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082
040-yn-CL-44-C-0-05-BA-F-WE2_J001_5074	tu trouves qu'on parle bien ?	44	yes-no	clair	C	F	WT646	5	40	NO	NO	3	NO	NO	YES	NO	tu trouves qu'on parle bien ?	YES		WE2_J001_5074																										spk1		NOAGE	040-yn-CL-44-B-0-05-BA-F-WE2_J001_5074
100-yn-OR-44-A-0-05-BA-F-WE2_J001_5074	tu trouves qu'on parle bien ?	44	yes-no	orig	A	F	WT646	5	100	NO	NO	3	NO	NO	YES	NO	tu trouves qu'on parle bien ?	YES		WE2_J001_5074																										spk1		NOAGE	100-yn-OR-44-C-0-05-BA-F-WE2_J001_5074
160-yn-DE-44-B-0-05-BA-F-WE2_J001_5074	tu trouves qu'on parle bien ?	44	yes-no	delex	B	F	WT646	5	160	NO	NO	3	NO	NO	YES	NO	tu trouves qu'on parle bien ?	YES		WE2_J001_5074																										spk1		NOAGE	160-yn-DE-44-A-0-05-BA-F-WE2_J001_5074
041-yn-CL-45-B-0-05-BA-F-WE2_J001_5188	tu parles d'autres langues ?	45	yes-no	clair	B	F	WT646	5	41	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1		NOAGE	041-yn-CL-45-C-0-05-BA-F-WE2_J001_5188
101-yn-OR-45-C-0-05-BA-F-WE2_J001_5188	tu parles d'autres langues ?	45	yes-no	orig	C	F	WT646	5	101	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1		NOAGE	101-yn-OR-45-A-0-05-BA-F-WE2_J001_5188
161-yn-DE-45-A-0-05-BA-F-WE2_J001_5188	tu parles d'autres langues ?	45	yes-no	delex	A	F	WT646	5	161	NO	NO	3	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J001_5188																										spk1		NOAGE	161-yn-DE-45-B-0-05-BA-F-WE2_J001_5188
042-yn-CL-46-A-0-06-BA-F-WE2_J002_1489	il pratique le vélo ?	46	yes-no	clair	A	F	WT646	6	42	NO	NO	3	NO	NO	YES	NO	et lui euh il pratique le vélo ?	YES		WE2_J002_1489																										spk2		NOAGE	042-yn-CL-46-A-0-06-BA-F-WE2_J002_1489
102-yn-OR-46-B-0-06-BA-F-WE2_J002_1489	il pratique le vélo ?	46	yes-no	orig	B	F	WT646	6	102	NO	NO	3	NO	NO	YES	NO	et lui euh il pratique le vélo ?	YES		WE2_J002_1489																										spk2		NOAGE	102-yn-OR-46-B-0-06-BA-F-WE2_J002_1489
162-yn-DE-46-C-0-06-BA-F-WE2_J002_1489	il pratique le vélo ?	46	yes-no	delex	C	F	WT646	6	162	NO	NO	3	NO	NO	YES	NO	et lui euh il pratique le vélo ?	YES		WE2_J002_1489																										spk2		NOAGE	162-yn-DE-46-C-0-06-BA-F-WE2_J002_1489
043-yn-CL-47-C-0-11-BA-F-WE2_J002_1647	c'était à une occasion particulière ?	47	yes-no	clair	C	F	WT646	11	43	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2		NOAGE	043-yn-CL-47-B-0-11-BA-F-WE2_J002_1647
103-yn-OR-47-A-0-11-BA-F-WE2_J002_1647	c'était à une occasion particulière ?	47	yes-no	orig	A	F	WT646	11	103	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2		NOAGE	103-yn-OR-47-C-0-11-BA-F-WE2_J002_1647
163-yn-DE-47-B-0-11-BA-F-WE2_J002_1647	c'était à une occasion particulière ?	47	yes-no	delex	B	F	WT646	11	163	NO	NO	3	NO	NO	YES	NO	c'était à une occasion particulière ?	YES		WE2_J002_1647																										spk2		NOAGE	163-yn-DE-47-A-0-11-BA-F-WE2_J002_1647
044-yn-CL-48-B-0-05-AR-F-WE2_J003_162	t'as déjà voyagé ?	48	yes-no	clair	B	F	DC528	5	44	NO	NO	4	NO	NO	YES	NO	et t'as déjà voyagé ?	YES		WE2_J003_162																										spk1		15/25	044-yn-CL-48-C-0-05-AR-F-WE2_J003_162
104-yn-OR-48-C-0-05-AR-F-WE2_J003_162	t'as déjà voyagé ?	48	yes-no	orig	C	F	DC528	5	104	NO	NO	4	NO	NO	YES	NO	et t'as déjà voyagé ?	YES		WE2_J003_162																										spk1		15/25	104-yn-OR-48-A-0-05-AR-F-WE2_J003_162
164-yn-DE-48-A-0-05-AR-F-WE2_J003_162	t'as déjà voyagé ?	48	yes-no	delex	A	F	DC528	5	164	NO	NO	4	NO	NO	YES	NO	et t'as déjà voyagé ?	YES		WE2_J003_162																										spk1		15/25	164-yn-DE-48-B-0-05-AR-F-WE2_J003_162
045-yn-CL-49-A-0-04-AR-F-WE2_J003_2511	t'y vas toute seule ?	49	yes-no	clair	A	F	DC528	4	45	NO	NO	4	NO	NO	YES	NO	et t'y vas toute seule ?	YES		WE2_J003_2511																										spk1		15/25	045-yn-CL-49-A-0-04-AR-F-WE2_J003_2511
105-yn-OR-49-B-0-04-AR-F-WE2_J003_2511	t'y vas toute seule ?	49	yes-no	orig	B	F	DC528	4	105	NO	NO	4	NO	NO	YES	NO	et t'y vas toute seule ?	YES		WE2_J003_2511																										spk1		15/25	105-yn-OR-49-B-0-04-AR-F-WE2_J003_2511
165-yn-DE-49-C-0-04-AR-F-WE2_J003_2511	t'y vas toute seule ?	49	yes-no	delex	C	F	DC528	4	165	NO	NO	4	NO	NO	YES	NO	et t'y vas toute seule ?	YES		WE2_J003_2511																										spk1		15/25	165-yn-DE-49-C-0-04-AR-F-WE2_J003_2511
046-yn-CL-50-C-0-05-AR-F-WE2_J003_3026	tu lis les journaux ?	50	yes-no	clair	C	F	DC528	5	46	NO	NO	4	NO	NO	YES	NO	sinon tu lis les journaux ?	YES		WE2_J003_3026																										spk1		15/25	046-yn-CL-50-B-0-05-AR-F-WE2_J003_3026
106-yn-OR-50-A-0-05-AR-F-WE2_J003_3026	tu lis les journaux ?	50	yes-no	orig	A	F	DC528	5	106	NO	NO	4	NO	NO	YES	NO	sinon tu lis les journaux ?	YES		WE2_J003_3026																										spk1		15/25	106-yn-OR-50-C-0-05-AR-F-WE2_J003_3026
166-yn-DE-50-B-0-05-AR-F-WE2_J003_3026	tu lis les journaux ?	50	yes-no	delex	B	F	DC528	5	166	NO	NO	4	NO	NO	YES	NO	sinon tu lis les journaux ?	YES		WE2_J003_3026																										spk1		15/25	166-yn-DE-50-A-0-05-AR-F-WE2_J003_3026
047-yn-CL-51-B-0-04-AZ-F-WE2_J006_5495	tu as un Facebook ?	51	yes-no	clair	B	F	WT075	4	47	NO	NO	4	NO	NO	YES	NO	tu as f- tu as un Facebook ?	YES		WE2_J006_5495																										spk1		15/25	047-yn-CL-51-C-0-04-AZ-F-WE2_J006_5495
107-yn-OR-51-C-0-04-AZ-F-WE2_J006_5495	tu as un Facebook ?	51	yes-no	orig	C	F	WT075	4	107	NO	NO	4	NO	NO	YES	NO	tu as f- tu as un Facebook ?	YES		WE2_J006_5495																										spk1		15/25	107-yn-OR-51-A-0-04-AZ-F-WE2_J006_5495
167-yn-DE-51-A-0-04-AZ-F-WE2_J006_5495	tu as un Facebook ?	51	yes-no	delex	A	F	WT075	4	167	NO	NO	4	NO	NO	YES	NO	tu as f- tu as un Facebook ?	YES		WE2_J006_5495																										spk1		15/25	167-yn-DE-51-B-0-04-AZ-F-WE2_J006_5495
048-yn-CL-52-A-0-05-AZ-F-WE2_J006_5781	tu as un compte Twitter ?	52	yes-no	clair	A	F	WT075	5	48	NO	NO	4	NO	NO	YES	NO	et euh tu as un compte Twitter ?	YES		WE2_J006_5781																										spk1		15/25	048-yn-CL-52-A-0-05-AZ-F-WE2_J006_5781
108-yn-OR-52-B-0-05-AZ-F-WE2_J006_5781	tu as un compte Twitter ?	52	yes-no	orig	B	F	WT075	5	108	NO	NO	4	NO	NO	YES	NO	et euh tu as un compte Twitter ?	YES		WE2_J006_5781																										spk1		15/25	108-yn-OR-52-B-0-05-AZ-F-WE2_J006_5781
168-yn-DE-52-C-0-05-AZ-F-WE2_J006_5781	tu as un compte Twitter ?	52	yes-no	delex	C	F	WT075	5	168	NO	NO	4	NO	NO	YES	NO	et euh tu as un compte Twitter ?	YES		WE2_J006_5781																										spk1		15/25	168-yn-DE-52-C-0-05-AZ-F-WE2_J006_5781
049-yn-CL-53-C-0-05-BD-F-WE2_A020_6349	vous aimez le rosé ? 	53	yes-no	clair	C	F	XF20MER	5	49	NO	NO	3	NO	NO	YES	NO	vous aimez le rosé ? 	YES	whisf-eslo2-yn	WE2_A020_6349	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	vous aimez le rosé ?	NOAGE	049-yn-CL-53-B-0-05-BD-F-WE2_A020_6349
109-yn-OR-53-A-0-05-BD-F-WE2_A020_6349	vous aimez le rosé ? 	53	yes-no	orig	A	F	XF20MER	5	109	NO	NO	3	NO	NO	YES	NO	vous aimez le rosé ? 	YES	whisf-eslo2-yn	WE2_A020_6349	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	vous aimez le rosé ?	NOAGE	109-yn-OR-53-C-0-05-BD-F-WE2_A020_6349
169-yn-DE-53-B-0-05-BD-F-WE2_A020_6349	vous aimez le rosé ? 	53	yes-no	delex	B	F	XF20MER	5	169	NO	NO	3	NO	NO	YES	NO	vous aimez le rosé ? 	YES	whisf-eslo2-yn	WE2_A020_6349	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	vous aimez le rosé ?	NOAGE	169-yn-DE-53-A-0-05-BD-F-WE2_A020_6349
050-yn-CL-54-B-0-02-BA-F-WE2_J001_5408	ça te choque ?	54	yes-no	clair	B	F	WT646	2	50	NO	NO	2	NO	NO	YES	NO	et ça te choque ?	YES		WE2_J001_5408																										spk1		NOAGE	050-yn-CL-54-C-0-02-BA-F-WE2_J001_5408
110-yn-OR-54-C-0-02-BA-F-WE2_J001_5408	ça te choque ?	54	yes-no	orig	C	F	WT646	2	110	NO	NO	2	NO	NO	YES	NO	et ça te choque ?	YES		WE2_J001_5408																										spk1		NOAGE	110-yn-OR-54-A-0-02-BA-F-WE2_J001_5408
170-yn-DE-54-A-0-02-BA-F-WE2_J001_5408	ça te choque ?	54	yes-no	delex	A	F	WT646	2	170	NO	NO	2	NO	NO	YES	NO	et ça te choque ?	YES		WE2_J001_5408																										spk1		NOAGE	170-yn-DE-54-B-0-02-BA-F-WE2_J001_5408
051-yn-CL-55-A-0-05-BB-F-WE2_J007_3498	tu veux que je te raconte ?	55	yes-no	clair	A	F	WZ853	5	51	NO	NO	3	NO	NO	YES	NO	tu veux que je te raconte ?	YES		WE2_J007_3498																										spk2		NOAGE	051-yn-CL-55-A-0-05-BB-F-WE2_J007_3498
111-yn-OR-55-B-0-05-BB-F-WE2_J007_3498	tu veux que je te raconte ?	55	yes-no	orig	B	F	WZ853	5	111	NO	NO	3	NO	NO	YES	NO	tu veux que je te raconte ?	YES		WE2_J007_3498																										spk2		NOAGE	111-yn-OR-55-B-0-05-BB-F-WE2_J007_3498
171-yn-DE-55-C-0-05-BB-F-WE2_J007_3498	tu veux que je te raconte ?	55	yes-no	delex	C	F	WZ853	5	171	NO	NO	3	NO	NO	YES	NO	tu veux que je te raconte ?	YES		WE2_J007_3498																										spk2		NOAGE	171-yn-DE-55-C-0-05-BB-F-WE2_J007_3498
052-yn-CL-56-C-0-08-AZ-F-WE2_J007_4622	tu vas souvent au cinéma ?	56	yes-no	clair	C	F	WT075	8	52	NO	NO	3	NO	NO	YES	NO	ah ouais donc tu vas souvent au cinéma ?	YES		WE2_J007_4622																										spk1		15/25	052-yn-CL-56-B-0-08-AZ-F-WE2_J007_4622
112-yn-OR-56-A-0-08-AZ-F-WE2_J007_4622	tu vas souvent au cinéma ?	56	yes-no	orig	A	F	WT075	8	112	NO	NO	3	NO	NO	YES	NO	ah ouais donc tu vas souvent au cinéma ?	YES		WE2_J007_4622																										spk1		15/25	112-yn-OR-56-C-0-08-AZ-F-WE2_J007_4622
172-yn-DE-56-B-0-08-AZ-F-WE2_J007_4622	tu vas souvent au cinéma ?	56	yes-no	delex	B	F	WT075	8	172	NO	NO	3	NO	NO	YES	NO	ah ouais donc tu vas souvent au cinéma ?	YES		WE2_J007_4622																										spk1		15/25	172-yn-DE-56-A-0-08-AZ-F-WE2_J007_4622
053-yn-CL-57-B-0-07-AZ-F-WE2_J007_6466	tu vas au marché de Noël ?	57	yes-no	clair	B	F	WT075	7	53	NO	NO	3	NO	NO	YES	NO	non mais c'est trop ça et tu vas au marché de Noël ?	YES		WE2_J007_6466																										spk1		15/25	053-yn-CL-57-C-0-07-AZ-F-WE2_J007_6466
113-yn-OR-57-C-0-07-AZ-F-WE2_J007_6466	tu vas au marché de Noël ?	57	yes-no	orig	C	F	WT075	7	113	NO	NO	3	NO	NO	YES	NO	non mais c'est trop ça et tu vas au marché de Noël ?	YES		WE2_J007_6466																										spk1		15/25	113-yn-OR-57-A-0-07-AZ-F-WE2_J007_6466
173-yn-DE-57-A-0-07-AZ-F-WE2_J007_6466	tu vas au marché de Noël ?	57	yes-no	delex	A	F	WT075	7	173	NO	NO	3	NO	NO	YES	NO	non mais c'est trop ça et tu vas au marché de Noël ?	YES		WE2_J007_6466																										spk1		15/25	173-yn-DE-57-B-0-07-AZ-F-WE2_J007_6466
054-yn-CL-58-A-0-05-AZ-F-WE2_J007_8973	tu parles d'autres langues ?	58	yes-no	clair	A	F	WT075	5	54	NO	NO	4	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J007_8973																										spk1		15/25	054-yn-CL-58-A-0-05-AZ-F-WE2_J007_8973
114-yn-OR-58-B-0-05-AZ-F-WE2_J007_8973	tu parles d'autres langues ?	58	yes-no	orig	B	F	WT075	5	114	NO	NO	4	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J007_8973																										spk1		15/25	114-yn-OR-58-B-0-05-AZ-F-WE2_J007_8973
174-yn-DE-58-C-0-05-AZ-F-WE2_J007_8973	tu parles d'autres langues ?	58	yes-no	delex	C	F	WT075	5	174	NO	NO	4	NO	NO	YES	NO	et toi tu parles d'autres langues ?	YES		WE2_J007_8973																										spk1		15/25	174-yn-DE-58-C-0-05-AZ-F-WE2_J007_8973
055-yn-CL-59-C-0-07-AR-F-WE2_J008_2828	ils les aident à s'installer ?	59	yes-no	clair	C	F	DC528	7	55	NO	NO	3	NO	NO	YES	NO	ils les aident à s'installer ?	YES		WE2_J008_2828																										spk1		15/25	055-yn-CL-59-B-0-07-AR-F-WE2_J008_2828
115-yn-OR-59-A-0-07-AR-F-WE2_J008_2828	ils les aident à s'installer ?	59	yes-no	orig	A	F	DC528	7	115	NO	NO	3	NO	NO	YES	NO	ils les aident à s'installer ?	YES		WE2_J008_2828																										spk1		15/25	115-yn-OR-59-C-0-07-AR-F-WE2_J008_2828
175-yn-DE-59-B-0-07-AR-F-WE2_J008_2828	ils les aident à s'installer ?	59	yes-no	delex	B	F	DC528	7	175	NO	NO	3	NO	NO	YES	NO	ils les aident à s'installer ?	YES		WE2_J008_2828																										spk1		15/25	175-yn-DE-59-A-0-07-AR-F-WE2_J008_2828
056-yn-CL-60-B-0-05-AR-F-WE2_J009_4880	ça s'est bien passé ?	60	yes-no	clair	B	F	DC528	5	56	NO	NO	4	NO	NO	YES	NO	ça s'est bien passé ?	YES		WE2_J009_4880																										spk1		15/25	056-yn-CL-60-C-0-05-AR-F-WE2_J009_4880
116-yn-OR-60-C-0-05-AR-F-WE2_J009_4880	ça s'est bien passé ?	60	yes-no	orig	C	F	DC528	5	116	NO	NO	4	NO	NO	YES	NO	ça s'est bien passé ?	YES		WE2_J009_4880																										spk1		15/25	116-yn-OR-60-A-0-05-AR-F-WE2_J009_4880
176-yn-DE-60-A-0-05-AR-F-WE2_J009_4880	ça s'est bien passé ?	60	yes-no	delex	A	F	DC528	5	176	NO	NO	4	NO	NO	YES	NO	ça s'est bien passé ?	YES		WE2_J009_4880																										spk1		15/25	176-yn-DE-60-B-0-05-AR-F-WE2_J009_4880
181-we-CL-FI-FI-0-14-LU-M-quelle_avocate_grandiose_a_défendu_cet_accusé	quelle avocate grandiose a défendu cet accusé ?	61	wh-ex-situ	clair	FI	M	LU	14	181																																								181-we-CL-FI-FI-0-14-LU-M-quelle_avocate_grandiose_a_défendu_cet_accusé
182-we-CL-FI-FI-0-13-LU-M-quelle_députée_mauvaise_a_gagné_les_élections	quelle députée mauvaise a gagné les élections ?	62	wh-ex-situ	clair	FI	M	LU	13	182																																								182-we-CL-FI-FI-0-13-LU-M-quelle_députée_mauvaise_a_gagné_les_élections
183-we-DE-FI-FI-0-13-LU-M-quelle_élève_enthousiaste_le_prof_a_félicitée	quelle élève enthousiaste le prof a félicitée ?	63	wh-ex-situ	delex	FI	M	LU	13	183																																								183-we-DE-FI-FI-0-13-LU-M-quelle_élève_enthousiaste_le_prof_a_félicitée
184-we-DE-FI-FI-0-11-LU-M-quelle_fin_étonnante_l_auteur_a_divulguée	quelle fin étonnante l’auteur a divulguée ?	64	wh-ex-situ	delex	FI	M	LU	11	184																																								184-we-DE-FI-FI-0-11-LU-M-quelle_fin_étonnante_l_auteur_a_divulguée
185-we-DE-FI-FI-0-11-LU-M-quelle_tarte_appétissante_elle_a_cuisinée	quelle tarte appétissante elle a cuisinée ?	65	wh-ex-situ	delex	FI	M	LU	11	185																																								185-we-DE-FI-FI-0-11-LU-M-quelle_tarte_appétissante_elle_a_cuisinée
186-we-OR-FI-FI-0-9-LU-M-quel_curieux_jeu_le_croupier_adore	quel curieux jeu le croupier adore ?	66	wh-ex-situ	orig	FI	M	LU	9	186																																								186-we-OR-FI-FI-0-9-LU-M-quel_curieux_jeu_le_croupier_adore
187-we-OR-FI-FI-0-13-LU-M-quel_repas_délicieux_alexandre_a_cuisiné	quel repas délicieux Alexandre a cuisiné ?	67	wh-ex-situ	orig	FI	M	LU	13	187																																								187-we-OR-FI-FI-0-13-LU-M-quel_repas_délicieux_alexandre_a_cuisiné
